id,model,question,gt,isTrue,unique_id,isTagged,dataset,extract_answer
history_1352_7b83ff8b-36c8-4b85-80e0-40e3ad25d010,flash,"Reformatted Question: On 10 September 1580, 600 Papal troops commanded by Sebastiano di San Giuseppe landed in Smerwick. In October 1580, Grey de Wilton with up to 4000 troops arrived at Smerwick and laid siege to the garrison. How many more troops did Grey de Wilton have when he arrived in Smerwick compared to Sebastiano di San Giuseppe? Answer: Sebastiano di San Giuseppe had 600 troops. Grey de Wilton had up to 4000 troops. 4000 - 600 = 3400. Therefore, Grey de Wilton had 3400 more troops than Sebastiano di San Giuseppe. The answer is {3400}.",3400,True,history_1352_7b83ff8b-36c8-4b85-80e0-40e3ad25d010,False,DROP,
history_2298_f76831ea-0a1a-4abc-a47a-707ad0f96bb9,flash,"Reformatted Question: Other instances of napalms use include by France during the First Indochina War (1946-1954), the Algerian War of Independence (1954-1962), the Portuguese Colonial War (1961-1974), the Six-Day War by Israel (1967), in Nigeria (1969), India and Pakistan (1965 and 1971), Egypt (1973), by Morocco during the Western Sahara War (1975-1991), by Argentina (1982), by Iran (1980-88), by Iraq (1980-88, 1991), by Angola during the Angolan Civil War, and Yugoslav Wars (1991-1996). How many years did Morocco use napalm during the Western Sahara War? Answer: The passage states that Morocco used napalm during the Western Sahara War (1975-1991). To find the duration, we subtract the start year from the end year: 1991 - 1975 = 16. Therefore, Morocco used napalm for 16 years during the Western Sahara War.",16,True,history_2298_f76831ea-0a1a-4abc-a47a-707ad0f96bb9,False,DROP,
nfl_1769_869bbf13-12f9-4973-b8f4-b6e0020a3c8f,flash,"Reformatted Question: The Bears kicked off their season at home with an NFC North duel against the Detroit Lions. In the first quarter, the Bears took the early lead with kicker Robbie Gould nailing a 20-yard field goal. The Lions responded with 2 TD runs (7 and 4 yards) by running back Jahvid Best in the second quarter. The Bears fought back with quarterback Jay Cutler completing an 89-yard screen pass to running back Matt Forté for a TD, followed by Gould's 31-yard field goal after a Stafford fumble. The Bears increased their lead in the fourth quarter when Cutler threw a 28-yard TD pass to Matt Forté. The Bears tried to extend their lead to 7, but failed on their 2-point conversion. The game ended in somewhat controversial fashion, however, as an apparent touchdown reception in the final minute by Detroit receiver Calvin Johnson was overturned via a little known rule (completing the process of a catch) and ruled incomplete. How many total yards did Jahvid Best have on touchdown runs? Answer: The passage states that Jahvid Best had two touchdown runs of 7 and 4 yards. Adding these together: 7 yards + 4 yards = 11 yards. Therefore, Jahvid Best had a total of {11} yards on touchdown runs.",11,True,nfl_1769_869bbf13-12f9-4973-b8f4-b6e0020a3c8f,False,DROP,
history_1048_cc1b975e-374f-435e-8977-f10fb9458c72,flash,"Reformatted Question: All these problems came to a head on 1 June 1648, upon Alexei I's return to Moscow from the Troitse-Sergiyeva Lavra monastery. A crowd of Muscovites surrounded the Tsar and complained about the boyars and prikaz officials. On June 3, Alexei surrendered Pleshcheyev. How many days after Alexei I's return was Pleshceyev surrendered? Answer: According to the passage, Alexei I returned to Moscow on June 1, 1648. Pleshcheyev was surrendered on June 3, 1648. Therefore, Pleshcheyev was surrendered 2 days after Alexei I's return. The answer is {2}.",2,True,history_1048_cc1b975e-374f-435e-8977-f10fb9458c72,False,DROP,
nfl_1096_cbf71212-323b-42d5-b047-529817de3db5,flash,"Reformatted Question: The passage states that JaMarcus Russell completed only 6 of 17 passes for 55 yards. How many passes did JaMarcus Russell not complete? Answer: The passage indicates that JaMarcus Russell attempted 17 passes and completed 6. Therefore, he did not complete 17 - 6 = 11 passes. The answer is {11}.",11,True,nfl_1096_cbf71212-323b-42d5-b047-529817de3db5,False,DROP,
history_2044_b32c5736-a96f-4669-b4a1-398e7c18fdf6,flash,"Reformatted Question: The first issue of money in 1942 consisted of denominations of 1, 5, 10 and 50 centavos and 1, 5, and 10 Pesos. The next year brought ""replacement notes"" of the 1, 5 and 10 Pesos while 1944 ushered in a 100 Peso note and soon after an inflationary 500 Pesos note. In 1945, the Japanese issued a 1,000 Pesos note. How many different denominations of centavos were there in 1942? Answer: The passage states that in 1942, there were denominations of 1, 5, 10, and 50 centavos. Therefore, there were {4} different denominations of centavos.",4,True,history_2044_b32c5736-a96f-4669-b4a1-398e7c18fdf6,False,DROP,
history_130_3d7b585b-2013-491b-a7ab-8a237e6244dd,flash,"Reformatted Question: Polin succeeded ambassador Antoine de Rincon in Constantinople. In early 1542, Polin successfully negotiated the details of a Franco-Ottoman alliance for the Italian War of 1542-1546, with the Ottoman Empire promising to send 110 galleys against Charles, while France promised to send 40 galleys to assist the Turks for operations in the Levant. Polin tried to convince Venice to join the alliance, but in vain. The execution of the alliance would most notably lead to the Franco-Ottoman Siege of Nice in 1543. In July 1543, Polin sailed on board the Ottoman fleet of Barbarossa to the Île Saint-Honorat in the Lérins Islands off Cannes on 5 July 1543, only to find very little ready for the offensive on the French side. Polin went to see king Francis I of France to obtain troops, which led to the Siege of Nice in August 1543. Polin supervised the wintering of the Ottomans at Toulon. How many more galleys did the Ottoman Empire promise than France? Answer: The passage states that the Ottoman Empire promised 110 galleys, while France promised 40 galleys. Subtracting the number of galleys promised by France from the number promised by the Ottoman Empire: 110 - 40 = 70. Therefore, the Ottoman Empire promised 70 more galleys than France. The answer is {70}.",70,True,history_130_3d7b585b-2013-491b-a7ab-8a237e6244dd,False,DROP,
history_1212_77e53e7b-2354-4112-aa89-d57ae4d71b34,flash,"Reformatted Question: In 326 BCE, Alexander the Great invaded Pauravas and defeated King Porus. In 305 BCE, the area was ruled by the Maurya Empire. How many years after Alexander the Great invaded Pauravas and defeated King Porus was the area ruled by the Maurya Empire? Answer: Alexander the Great's invasion occurred in 326 BCE. The Maurya Empire took control in 305 BCE. The difference between these years is 326 - 305 = 21 years. Therefore, the area was ruled by the Maurya Empire 21 years after Alexander the Great's invasion. The answer is {21}.",21,True,history_1212_77e53e7b-2354-4112-aa89-d57ae4d71b34,False,DROP,
history_2153_3f49f693-488a-47d4-9c68-e09cae496276,flash,"Reformatted Question: For truancy, the highest is South Bucks at 7.0, then Canterbury 7.0, Portsmouth 6.9, Thanet 6.9, Southampton 6.4, and Rushmoor 6.1. The lowest truancy percentages are for Tandridge 2.5, Windsor & Maidenhead 2.5, and Slough 2.5. How many places have the same lowest truancy percentages of 2.5? Answer: The passage states that the lowest truancy percentages are for Tandridge 2.5, Windsor & Maidenhead 2.5, and Slough 2.5. Therefore, three places have the same lowest truancy percentage of 2.5. The answer is {3}.",3,True,history_2153_3f49f693-488a-47d4-9c68-e09cae496276,False,DROP,
history_1811_9b70bc55-b697-45ea-9bf0-565c444e2fa4,flash,"Reformatted Question: Old age pensions were raised by 300 francs per month to 1,700 francs for a single person and to 3,700 francs for a couple, while health insurance benefits were made more widely available to unemployed persons and part-time employees. Housing allocations for the low-paid were raised by 25% in 1981, and in the two years following May 1981 family allowances were increased. In 1981, the purchasing power of social transfers went up. In addition, the minimum wage (which affected 1.7 million employees) was increased by 15% in real terms between May 1981 and December 1982. How many months was the time span where the minimum wage was increased by 15% in real terms? Answer: The passage states that the minimum wage increase of 15% in real terms occurred between May 1981 and December 1982. From May to December is 8 months. Therefore, the time span was {8} months.",19,False,history_1811_9b70bc55-b697-45ea-9bf0-565c444e2fa4,False,DROP,
history_1450_7a2dc15d-dad5-4886-96f1-5d67686bad09,flash,"Reformatted Question: The Guatemalan authorities were unaware of ongoing contacts between the colonial authorities in Yucatán and the Itza. In the second half of 1695 President Barrios began planning another expedition against the Itza from Verapaz, following harsh criticism of Juan Díaz de Velasco's retreat from near Lake Petén Itzá in April of that year. Barrios died in November, and oidor José de Escals became acting head of the Guatemalan colonial administration. He appointed oidor Bartolomé de Amésqueta to lead the next expedition against the Itza. Amésqueta marched his men through torrential rain from Cahabón to Mopán, arriving on 25 February 1696; the Guatemalans were still unaware of the clashes between García's forces and the Itza. Amésqueta's expedition was suffering from shortages of native labour and supplies. Twenty-five of his 150 men were sick, and his advance stalled as the force rested up at Mopán. Captain Díaz de Velasco volunteered to lead a party of 25 men ahead to the lake; he was accompanied by Dominican friars Cristóbal de Prada and Jacinto de Vargas. He was also accompanied by AjK'ixaw, the Itza nobleman who had been taken prisoner on Díaz's previous expedition, who served as a trusted guide, scout and translator. They set out from Mopán on 7 March and left some sick soldiers with some supplies after five days, they then caught up with an advance party of roadbuilders and their military escort at Río Chakal. The two forces combined, giving Díaz a force of 49 soldiers and 34 porters and archers from Verapaz. Once they arrived at IxB'ol, near the shore of Lake Petén Itzá, AjK'ixaw was sent ahead as an emissary to Nojpetén. How many fighters did Diaz have with 49 soldiers and 34 porters and archers? Answer: The passage states that Díaz de Velasco initially had a party of 25 men. After joining with the advance party at Río Chakal, his force increased to 49 soldiers and 34 porters and archers. The question asks for the number of *fighters*. While the porters and archers likely had some combat capability, the passage clearly distinguishes between the soldiers (49) and the porters and archers (34). Therefore, considering only the soldiers as confirmed fighters, Díaz had 49 fighters. If we assume all porters and archers were also fighters, then the total would be 49 + 34 = 83. However, the question doesn't explicitly state that the porters and archers are fighters, hence the more precise answer is {49}.",83,False,history_1450_7a2dc15d-dad5-4886-96f1-5d67686bad09,False,DROP,
history_1731_81d5237a-97d2-45bc-ab7f-69906890c7f0,flash,"Reformatted Question: In 2010, 47.3 million people who lived in the EU were born outside their resident country. The largest absolute numbers of people born outside the EU were in Germany (6.4 million), France (5.1 million), the United Kingdom (4.7 million), Spain (4.1 million), Italy (3.2 million), and the Netherlands (1.4 million). How many more millions of people living in the EU were born in France than in the Netherlands? Answer: The passage states that 5.1 million people living in the EU were born in France and 1.4 million were born in the Netherlands. Subtracting the number of people born in the Netherlands from the number born in France: 5.1 million - 1.4 million = 3.7 million. Therefore, 3.7 million more people living in the EU were born in France than in the Netherlands.",3.7,False,history_1731_81d5237a-97d2-45bc-ab7f-69906890c7f0,False,DROP,
history_1167_f7cbde06-0f50-46fc-9146-aa0968af570f,flash,"Reformatted Question: Over the next year, however, the Polish forces were subject to attrition, as the Sejm again refused to raise taxes and pay the army, resulting in mass desertions of unpaid soldiery. The Polish problems were further aggravated by the incompetent leadership of hetman Michał Kazimierz Pac, who obstructed Sobieski's leadership, while the Ottomans continued to receive reinforcements. Nonetheless in 1674 the Commonwealth resumed the offensive, taking advantage of a new Muscovy-Ottoman conflict that year, and the Polish-Ottoman war remained undecided.:275 Sobieski's force of 6,000 defeated 20,000 Turks and Tatars under Ibrahim Shyshman in the battle of Lwow in August 1675.:653 Even after the Battle of Trembowla, the Sejm still refused his pleas for more funds and a larger army.:653 In 1676, after Sobieski's 16,000 withstood the two-week siege of Żurawno, by 100,000 men under Ibrahim Pasha, a new peace treaty was signed, the Treaty of Żurawno.:655 The peace treaty partially reversing those from Buczacz: the Ottomans kept approximately two thirds of the territories they gained in 1672, and the Commonwealth no longer was obliged to pay any kind of tribute to the Empire; a large number of Polish prisoners were released by the Ottomans. How many more forces were under the Turks than in Sobieski's forces? Answer: The passage states that in the battle of Lwow in 1675, Sobieski had a force of 6,000, while the Turks and Tatars numbered 20,000. 20,000 - 6,000 = 14,000. Therefore, there were 14,000 more Turkish and Tatar forces than in Sobieski's force. However, the passage also mentions the siege of Żurawno in 1676 where Sobieski's 16,000 men withstood a siege by 100,000 men under Ibrahim Pasha. In this case, 100,000 - 16,000 = 84,000. There were 84,000 more Turkish forces at Żurawno than in Sobieski's force. The question doesn't specify which battle to use for comparison, but the largest difference is at the siege of Żurawno which was 84,000.",6000,False,history_1167_f7cbde06-0f50-46fc-9146-aa0968af570f,False,DROP,
history_2361_6406a4e8-2ee7-4d56-b479-d5e8f1a6c96c,flash,"Reformatted Question: Wild grains were collected and eaten from at least 105,000 years ago. The potato was domesticated between 10,000 and 7,000 years ago in the Andes of South America. How many years after wild grains began being harvested was the potato domesticated, at its earliest? Answer: The passage states that wild grains were collected from at least 105,000 years ago. The earliest date for potato domestication is 7,000 years ago. Therefore, the potato was domesticated at its earliest 105,000 - 7,000 = 98,000 years after wild grains began being harvested. So the answer is {98000}.",95000,False,history_2361_6406a4e8-2ee7-4d56-b479-d5e8f1a6c96c,False,DROP,
history_1898_505ee78a-8aa7-489d-b9c9-3fe72ec96d74,flash,"Reformatted Question: There were 1,882 households of which 21.4% had children under the age of 18 living with them, 36.4% were Marriage living together, 9.7% had a female householder with no husband present, 3.6% had a male householder with no wife present, and 50.4% were non-families. 37.7% of all households were made up of individuals and 13% had someone living alone who was 65 years of age or older. The average household size was 2.20 and the average family size was 2.90. How many more, in percentage, were households were non-families than were Marriage living together? Answer: The passage states that 50.4% of households were non-families and 36.4% were Marriage living together. To find the difference, subtract the percentage of marriages from the percentage of non-families: 50.4% - 36.4% = 14%. Therefore, there were 14% more non-family households than households where couples were married and living together.",14,False,history_1898_505ee78a-8aa7-489d-b9c9-3fe72ec96d74,False,DROP,
history_1860_303ab451-cf3d-4824-af72-bd8b25f356a1,flash,"Reformatted Question: Of Saratoga County's population in 2010, 6.3% were between ages of 5 and 9 years, 6.7% between 10 and 14 years, 6.5% between 15 and 19 years, 5.5% between 20 and 24 years, 5.5% between 25 and 29 years, 5.8% between 30 and 34 years, 6.6% between 35 and 39 years, 7.9% between 40 and 44 years, 8.5% between 45 and 49 years, 8.0% between 50 and 54 years, 7.0% between 55 and 59 years, 6.4% between 60 and 64 years, and 13.7% of age 65 years and over. 22.7% of the county's population was under age 18. The median age was 40.9 years. How many age groups made up less than 6% of the population? Answer: The provided data shows the percentage of Saratoga County's population within specific age ranges. To answer the question, we need to identify the age groups representing less than 6% of the population. Looking at the given facts: * 5.5% were between 20 and 24 years * 5.5% were between 25 and 29 years These are the only two age groups that make up less than 6% of the population. Therefore, the answer is {2}.",3,False,history_1860_303ab451-cf3d-4824-af72-bd8b25f356a1,False,DROP,
history_1814_5bc8b6b1-4f81-49ef-97f3-df0b7800df67,flash,"Reformatted Question: The first two Buick automobiles were made in 1899 and 1900. In 1903, the third Buick automobile was made. Production numbers for 1904, 1905, 1906, and 1907 were 37, 750, 1,400, and 4,641 respectively. How many Buick automobiles were built from 1899 thru 1907? Answer: From the passage, we know that: * 1899: 1 Buick automobile * 1900: 1 Buick automobile * 1903: 1 Buick automobile * 1904: 37 Buick automobiles * 1905: 750 Buick automobiles * 1906: 1,400 Buick automobiles * 1907: 4,641 Buick automobiles Summing these values: 1 + 1 + 1 + 37 + 750 + 1,400 + 4,641 = 7,830. Therefore, 7,830 Buick automobiles were built from 1899 through 1907.",6831,False,history_1814_5bc8b6b1-4f81-49ef-97f3-df0b7800df67,False,DROP,
nfl_1245_ed8e8505-f012-4f5a-89fd-ffebfb642a3d,flash,"Reformatted Question: Hoping to rebound from their disappointing road loss to the Bills, the Seahawks played their Week 2 home opener against their NFC West foe, the San Francisco 49ers. In the first quarter, the 'Hawks RB Julius Jones got a 27-yard TD run, along with DT Craig Terrill returning a fumble 10 yards for a touchdown. The 49ers would reply with kicker Joe Nedney getting a 26-yard field goal. In the second quarter, Nedney gave San Francisco a 28-yard field goal. Seattle responded with kicker Olindo Mare getting a 51-yard field goal. The 49ers would hack away at the lead as QB J. T. O'Sullivan completed a 3-yard TD pass to WR Bryant Johnson, yet the Seahawks closed out the half with Mare's 38-yard field goal. In the third quarter, San Francisco took the lead with LB Patrick Willis returning an interception 86 yards for a touchdown, along with RB Frank Gore's 2-yard TD run. Seattle regained the lead as RB T. J. Duckett made a 1-yard TD run, along with Mare kicking a 32-yard field goal. However, the 49ers tied the game with Nedney's 28-yard field goal. In overtime, San Francisco's Nedney nailed the game-winning 40-yard field goal. Julius Jones (26 carries for 127 yards and a touchdown) got his first 100-yard game since Week 14 of 2006. How many more field goals did Nedney make than Mare? Answer: The passage states that Joe Nedney made field goals of 26 yards (), 28 yards (), and 40 yards (), for a total of 3 field goals. Olindo Mare made field goals of 51 yards (), 38 yards (), and 32 yards (), for a total of 3 field goals. Therefore, Nedney made 3 field goals and Mare made 3 field goals. 3 - 3 = 0. So the answer is {0}.",1,False,nfl_1245_ed8e8505-f012-4f5a-89fd-ffebfb642a3d,False,DROP,
history_1959_aebce037-f180-4dd9-9e9c-fb7908208bfa,flash,"Reformatted Question: The 2010 United States Census reported that Lassen County had a population of 34,895. The racial makeup of Lassen County was 25,532 (73.2%) White (U.S. Census), 2,834 (8.1%) African American (U.S. Census), 1,234 (3.5%) Native American (U.S. Census), 356 (1.0%) Asian (U.S. Census), 165 (0.5%) Pacific Islander (U.S. Census), 3,562 (10.2%) from Race (United States Census), and 1,212 (3.5%) from two or more races. Hispanic (U.S. Census) or Latino (U.S. Census) of any race were 6,117 persons (17.5%). How many more people were in the biggest racial group (White) compared to the smallest racial group (Pacific Islander)? Answer: The passage states that the largest racial group was White, with 25,532 people. The smallest racial group was Pacific Islander, with 165 people. The difference is 25,532 - 165 = 25,367. Therefore, there were 25,367 more people in the biggest racial group (White) compared to the smallest (Pacific Islander).",25367,False,history_1959_aebce037-f180-4dd9-9e9c-fb7908208bfa,False,DROP,
history_2380_61b43b8f-017d-40b7-8287-11ea2576d049,flash,"Reformatted Question: Baltimore managed to beat the Jets 10-9 on the 2010 opener, but then lost a poorly-played game against Cincinnati the following week. The Ravens rebounded against the other two division teams, beating Cleveland 24-17 in Week 3 and then Pittsburgh 17-14 in Week 4. The Ravens scored a fine win (31-17) at home against Denver in Week 5. After an overtime loss to New England, they narrowly avoided losing at home to the winless Bills. Next, the Ravens hosted Miami and won 26-10, breaking that teams 4-0 road streak. On Thursday Night, the team headed to Atlanta and lost 26-21 in a game that had some criticizing the officiating. The Ravens finished the season 12-4, second in the division due to a tiebreaker with Pittsburgh, and earning a wild card spot. Baltimore headed to Kansas City and crushed the unprepared Chiefs 30-7, but once again were knocked from the playoffs by Pittsburgh in a hard-fought battle. How many more games did Baltimore win than lose during the season? Answer: The passage states that the Ravens finished the season with a record of 12-4. This means they won 12 games and lost 4 games. To find the difference, subtract the number of losses from the number of wins: 12 - 4 = 8. Therefore, Baltimore won 8 more games than they lost during the season. The playoff games are not included in the regular season record of 12-4.",8,False,history_2380_61b43b8f-017d-40b7-8287-11ea2576d049,False,DROP,
history_1418_da95efc1-0a9d-4232-9af5-68dc6e3e69df,flash,"Reformatted Question: Brandenburg-Prussia's claims in Silesia were based, in part, on a 1537 inheritance treaty (between the Silesian duke and the Hohenzollern Prince-Elector). The Habsburg King Ferdinand I of Bohemia rejected the agreement. In 1675, the ""Great Elector"" Frederick William of Brandenburg laid claim to the Silesian principalities (when the Piast line ended). After the Bohemian Revolt and the outbreak of the Thirty Years' War, the Catholic Holy Roman Emperor Ferdinand II confiscated the possessions of the Protestant Hohenzollerns in 1621 (after winning the Battle of White Mountain). In 1685, when Austria was engaged in the Great Turkish War, Emperor Leopold I gave Elector Frederick William control of Schwiebus. How many wars are mentioned? Answer: The passage mentions the following wars: 1. The **Thirty Years' War** (After the Bohemian Revolt and the outbreak of the Thirty Years' War). 2. The **Bohemian Revolt** (implied as part of the lead-up to the Thirty Years' War, mentioned in the same sentence as the Thirty Years' War, After the Bohemian Revolt and the outbreak of the Thirty Years' War). 3. The **Great Turkish War** (when Austria was engaged in the Great Turkish War). Therefore, there are three wars mentioned. The Battle of White Mountain (after winning the Battle of White Mountain) is a specific battle, not a war. The passage doesn't refer to the ""war"" as a broader conflict beyond the Battle of White Mountain context. Thus, the answer is {3}.",2,False,history_1418_da95efc1-0a9d-4232-9af5-68dc6e3e69df,False,DROP,
history_1418_10cde81d-e30c-4b05-97fb-a45bbeaa2f08,flash,"Reformatted Question: Brandenburg-Prussia's claims in Silesia were based, in part, on a 1537 inheritance treaty between the Silesian duke and the Hohenzollern Prince-Elector, whereby the Silesian duchies were to pass to the Electorate of Brandenburg if the Silesian Piasts should become extinct. In 1675, the ""Great Elector"" Frederick William of Brandenburg laid claim to the Silesian principalities when the Piast line ended. How many years after the 1537 inheritance treaty did Frederick William lay claim to the Silesian principalities? Answer: According to the passage, the 1537 inheritance treaty is referenced as the basis for Brandenburg-Prussia's claims. Frederick William laid claim to the Silesian principalities in 1675. Therefore, the number of years between 1537 and 1675 is 1675 - 1537 = 38 years. So the answer is {38}.",138,False,history_1418_10cde81d-e30c-4b05-97fb-a45bbeaa2f08,False,DROP,
history_2417_bb86df26-a545-45ca-a0da-6173c26449fb,flash,"Reformatted Question: Hungarian has about 13 million native speakers, of whom more than 9.8 million live in Hungary. According to the 2011 Hungarian census 9,896,333 people (99.6% of the total population) speak Hungarian, of whom 9,827,875 people (98.9%) speak it as a first language, while 68,458 people (0.7%) speak it as a second language. About 2.2 million speakers live in areas that were part of the Kingdom of Hungary before the Treaty of Trianon (1920). Of these, the largest group lives in Transylvania, the western half of present-day Romania, where there are approximately 1.25 million Hungarians in Romania. There are large Hungarian communities also in Hungarians in Slovakia, Hungarians in Vojvodina and Hungarians in Ukraine, and Hungarians can also be found in Austria, Croatia, and Slovenia, as well as about a million additional people scattered in other parts of the world. For example, there are more than one hundred thousand Hungarian speakers in the Hungarian American community and 1.5 million with Hungarian ancestry in the United States. How many more people speak Hungarian as a first language than a second language? Answer: The passage states that 9,827,875 people speak Hungarian as a first language and 68,458 people speak it as a second language. To find the difference, we subtract the number of second-language speakers from the number of first-language speakers: 9,827,875 - 68,458 = 9,759,417. Therefore, 9,759,417 more people speak Hungarian as a first language than as a second language.",9759417,False,history_2417_bb86df26-a545-45ca-a0da-6173c26449fb,False,DROP,
nfl_2114_7251a013-1120-44ee-8b94-b2d0c63e7b66,flash,"Reformatted Question: The Buccaneers traveled to M&T Bank Stadium to face the Baltimore Ravens. In a largely defensive game, the teams traded field goals in the second quarter. The game was tied 3-3 with 4:32 remaining in the first half. Quarterback Joe Flacco struck quickly, however, completing touchdown passes of 65 yards and 10 yards, to Todd Heap and Derrick Mason respectively, just before half time. Trailing 17-10 with about three minutes left in the game, Josh Freeman completed a 5-yard touchdown pass to Kellen Winslow. The Buccaneers were unable to get the ball back on offense, and fell by a score of 17-10. How many points did the Ravens have at the half? Answer: The passage states that the game was tied 3-3 with 4:32 remaining in the first half. Then, Joe Flacco threw two touchdown passes, one worth 6 points and the other worth 6 points. Therefore, the Ravens scored 6 + 6 = 12 points after the 3-3 tie. Adding this to their score before the touchdowns, the Ravens had 3 + 12 = 15 points at halftime. So the answer is {15}.",17,False,nfl_2114_7251a013-1120-44ee-8b94-b2d0c63e7b66,False,DROP,
history_1731_e5906c91-1127-4b90-8965-b2a93c715f71,flash,"Reformatted Question: In 2010, 47.3 million people who lived in the EU were born outside their resident country. Of these, 31.4 million (6.3%) were born outside the EU and 16.0 million (3.2%) were born in another EU member state. The largest absolute numbers of people born outside the EU were in Germany (6.4 million), France (5.1 million), the United Kingdom (4.7 million), Spain (4.1 million), Italy (3.2 million), and the Netherlands (1.4 million). How many more millions of people were born outside of the EU than were born in another EU member state? Answer: The passage states that 31.4 million people were born outside the EU and 16.0 million were born in another EU member state. To find the difference, subtract the number born in another EU member state from the number born outside the EU: 31.4 million - 16.0 million = 15.4 million. Therefore, 15.4 million more people were born outside the EU than in another EU member state.",15.4,False,history_1731_e5906c91-1127-4b90-8965-b2a93c715f71,False,DROP,
history_2188_ccb7bedf-3002-4e11-86ea-0ff957be29a5,flash,"Reformatted Question: As of the census of 2000, there were 40,543 people, 15,416 households, and 11,068 families residing in the county. The population density was 99 people per square mile (38/km²). There were 16,577 housing units at an average density of 40 per square mile (16/km²). The racial makeup of the county was 95.99% Race (United States Census), 2.19% Race (United States Census) or Race (United States Census), 0.26% Race (United States Census), 0.38% Race (United States Census), 0.20% from Race (United States Census), and 0.97% from two or more races. 0.66% of the population were Race (United States Census) or Race (United States Census) of any race. 29.3% were of German ancestry, 22.2% were of English ancestry, 12.1% were of English ancestry, and 10.9% were of Irish ancestry according to 2000 United States Census. How many more percentages of people were Germans compared to Irish? Answer: The passage states that 29.3% of the population were of German ancestry and 10.9% were of Irish ancestry. To find the difference, subtract the percentage of Irish people from the percentage of German people: 29.3% - 10.9% = 18.4%. Therefore, 18.4% more people were of German ancestry compared to Irish ancestry. The answer is {18.4}.",11.3,False,history_2188_ccb7bedf-3002-4e11-86ea-0ff957be29a5,False,DROP,
history_104_49b5b4dd-1c74-4f80-8630-b270b4b40448,flash,"Reformatted Question: Aleksander Korwin Gosiewski was a Polish nobleman, military commander and diplomat, Lithuanian Field-Quartermaster since 1630, Palatine-Governor of Smolensk from 1625, Lithuanian Great-Quartermaster since 1615, Speaker of the Parliament in 1613, Great-Secretary of the Grand Duchy of Lithuania from 1610 and District-Governor of Wieliż, Puńsk, Kupise, Biel, and Markowa. How many years were between Gosiewski gaining power over Smolensk and becoming Field Quartermaster of Lithuania? Answer: The passage states that Aleksander Korwin Gosiewski became Palatine-Governor of Smolensk in 1625 and Lithuanian Field-Quartermaster in 1630. The difference between these two years is 1630 - 1625 = 5. Therefore, there were 5 years between Gosiewski gaining power over Smolensk and becoming Field Quartermaster of Lithuania.",5,False,history_104_49b5b4dd-1c74-4f80-8630-b270b4b40448,False,DROP,
history_2412_9fadc4cd-89cd-43a8-8381-9c69ca11572a,flash,"Reformatted Question: Centered on Post Oak Boulevard and Westheimer Road, the Uptown Houston boomed during the 1970s and early 1980s when a collection of midrise office buildings, hotels, and retail developments appeared along Interstate 610 West. Uptown became one of the most prominent instances of an edge city. The tallest building in Uptown is the 64-floor Williams Tower. In the late 1990s and early 2000s, a mini-boom of midrise and highrise Tower block construction occurred, with several over 30 stories tall. Since 2000 more than 30 high-rise buildings have gone up in Houston; all told, 72 high-rises tower over the city. How many of the 72 high rises in Houston were built before the year 2000? Answer: The passage states that since 2000 more than 30 high-rise buildings have gone up in Houston. The passage also mentions that there are a total of 72 high-rises in Houston. To find out how many were built before 2000, we subtract the number built after 2000 from the total number: 72 - (more than 30) = less than 42. Therefore, less than 42 high-rises in Houston were built before the year 2000. The exact number cannot be determined from the provided text because it only states ""more than 30"" were built after 2000, not the precise amount.",42,False,history_2412_9fadc4cd-89cd-43a8-8381-9c69ca11572a,False,DROP,
history_2676_4ae63d91-02cb-4299-809d-4d7128520a87,flash,"Reformatted Question: The Police's album Synchronicity peaked at number 1 on the Billboard 200 on 23 July 1983. Synchronicity was at number 1 on the Billboard 200 both from 23 July 1983 - 3 September 1983 and from 17 September 1983 - 19 November 1983. How many total days was the gap between the two number 1 periods for the Synchronicity album? Answer: The passage states that Synchronicity was #1 from July 23, 1983 to September 3, 1983. To find the number of days, we calculate the difference between these dates. There are 31 days in July. From July 23rd to July 31st is 8 days. Adding the 31 days of August and the 3 days of September gives us 8 + 31 + 3 = 42 days. The passage also states that Synchronicity was #1 again from September 17, 1983 to November 19, 1983. The gap between these periods starts on September 4th and ends on September 16th. There are 13 days in this gap (September 16th - September 3rd = 13 days). Therefore, the total gap between the two number 1 periods is 13 days. So the answer is {13}.",14,False,history_2676_4ae63d91-02cb-4299-809d-4d7128520a87,False,DROP,
history_1891_cee22a81-5513-44b3-a3e9-8973d8a191d3,flash,"Reformatted Question: The 2010 United States Census reported that Huntington Beach had a population of 189,992. The racial makeup of Huntington Beach was 145,661 (76.7%) White and 1,813 (1.0%) African American. How many more White people were there compared to African American people in 2010? Answer: In 2010, there were 145,661 White people in Huntington Beach, and 1,813 African American people. To find the difference, subtract the number of African Americans from the number of White people: 145,661 - 1,813 = 143,848. Therefore, there were 143,848 more White people than African American people in Huntington Beach in 2010.",143848,False,history_1891_cee22a81-5513-44b3-a3e9-8973d8a191d3,False,DROP,
