id,question,model,answer,gt_number,isTrue,extract_answer
nfl_2036_da09fdf5-b279-4254-a7a9-31169048fe54," Coming off their home win over the Browns, the Steelers flew to Sun Life Stadium for a Week 7 intraconference duel with the Miami Dolphins.  Pittsburgh trailed in the first quarter as Dolphins kicker Dan Carpenter made a 39-yard and a 23-yard field goal.  The Steelers took the lead in the second quarter with a 22-yard field goal from kicker Jeff Reed, followed by quarterback Ben Roethlisberger hooking up with wide receiver Hines Ward on a 21-yard touchdown pass.  Miami answered with Carpenter getting a 22-yard field goal, yet Pittsburgh came right back as Roethlisberger found wide receiver Mike Wallace on a 53-yard touchdown pass.  The Dolphins would close out the half with quarterback Chad Henne completing a 25-yard touchdown pass to wide receiver Davone Bess. In the third quarter, the Steelers added onto their lead as Reed booted a 39-yard field goal.  Miami answered with Carpenter making a 37-yard field goal.  Miami retook the lead in the fourth quarter as Carpenter got a 40-yard field goal, yet Pittsburgh struck back as Reed got an 18-yard field goal.  The Dolphins tried to rally, but the Pittsburgh defense stiffened and held for the victory. how many yards did henne complete?",pro,"**Reformatted Question:** Coming off their home win over the Browns, the Steelers flew to Sun Life Stadium for a Week 7 intraconference duel with the Miami Dolphins.  Pittsburgh trailed in the first quarter as Dolphins kicker Dan Carpenter made a 39-yard and a 23-yard field goal.  The Steelers took the lead in the second quarter with a 22-yard field goal from kicker Jeff Reed, followed by quarterback Ben Roethlisberger hooking up with wide receiver Hines Ward on a 21-yard touchdown pass.  Miami answered with Carpenter getting a 22-yard field goal, yet Pittsburgh came right back as Roethlisberger found wide receiver Mike Wallace on a 53-yard touchdown pass.  The Dolphins would close out the half with quarterback <fact1>Chad Henne completing a 25-yard touchdown pass</fact1> to wide receiver Davone Bess. In the third quarter, the Steelers added onto their lead as Reed booted a 39-yard field goal.  Miami answered with Carpenter making a 37-yard field goal.  Miami retook the lead in the fourth quarter as Carpenter got a 40-yard field goal, yet Pittsburgh struck back as Reed got an 18-yard field goal.  The Dolphins tried to rally, but the Pittsburgh defense stiffened and held for the victory. how many yards did henne complete?


**Answer:** The passage states that <fact1>Chad Henne completed a 25-yard touchdown pass</fact1>. This is the only mention of Henne completing a pass. Therefore, Henne completed 25 yards passing. So the answer is {25}.
",25,True,25.0
nfl_1454_e72e0a5a-047c-4482-b5ae-b2f623b44d96," In week 14, the Lions traveled to rainy Baltimore, Maryland for an interconference duel with the Baltimore Ravens. Baltimore lead for almost the entire game. They scored first late in the first quarter with a 38-yard field goal by Billy Cundiff. They added to their lead with a 62-yard catch and run TD by Derrick Mason from Joe Flacco. The Lions scored their only points of the game near the end of the second quarter with a 22-yard Jason Hanson field goal. A minute later the Ravens responded with a 59-yard rushing TD by Ray Rice. Baltimore finished out the first half with a 25-yard field goal. In the second half the Ravens scored 4 consecutive touchdowns. First a Le'Ron McClain 3-yard run. Then 2 by Willis McGahee: first an 8-yard run, then a 19-yard run. In the fourth quarter, the Ravens capped off their huge victory when Troy Smith ran in a TD from 15 yards. Lions backup quarterback Daunte Culpepper completed less than half of his passes (16 for 34) and threw 2 interceptions. How many touchdowns did the Ravens score in the third quarter?",pro,"Reformatted Question: In week 14, the Lions traveled to rainy Baltimore, Maryland for an interconference duel with the Baltimore Ravens. Baltimore lead for almost the entire game. They scored first late in the first quarter with a 38-yard field goal by Billy Cundiff. They added to their lead with a 62-yard catch and run TD by Derrick Mason from Joe Flacco. The Lions scored their only points of the game near the end of the second quarter with a 22-yard Jason Hanson field goal. A minute later the Ravens responded with a 59-yard rushing TD by Ray Rice. Baltimore finished out the first half with a 25-yard field goal. In the second half, <fact1>the Ravens scored 4 consecutive touchdowns</fact1>. <fact2>First a Le'Ron McClain 3-yard run. Then 2 by Willis McGahee: first an 8-yard run, then a 19-yard run</fact2>. <fact3>In the fourth quarter, the Ravens capped off their huge victory when Troy Smith ran in a TD from 15 yards</fact3>. Lions backup quarterback Daunte Culpepper completed less than half of his passes (16 for 34) and threw 2 interceptions. How many touchdowns did the Ravens score in the third quarter?


Answer: The question asks about touchdowns scored in the third quarter.  The passage says that <fact1>the Ravens scored 4 consecutive touchdowns in the second half</fact1>. <fact2>Three of these touchdowns (Le'Ron McClain's and two by Willis McGahee) are detailed before</fact2> <fact3>the fourth quarter touchdown by Troy Smith is mentioned</fact3>. Since the fourth quarter touchdown isn't one of the consecutive touchdowns from the second half, the <fact2>three touchdowns mentioned prior to it must have been scored in the third quarter</fact2>.  Therefore, the answer is {3}.
",3,True,3.0
history_254_3896aca7-5cf9-4c8d-913e-c0f6f629932a,"In 1997, Russia and Ukraine signed the Partition Treaty, establishing two independent national fleets and dividing armaments and bases between them. Ukraine also agreed to lease major parts of its facilities to the Russian Black Sea Fleet until 2017. However, the treaty appeared to be far from perfect: permanent tensions on the lease details  control continued. The Fleet's main base is still situated in the Crimean port city of Sevastopol. In 2009 the Yushchenko Ukrainian government declared that the lease would not be extended and that the fleet would have to leave Sevastopol by 2017.  In 2010 the Russian leasehold was renegotiated with an extension until 2042 and an option for an additional five years until 2047. For how many years from the original deadline was the lease extended?",pro,"Reformatted Question: In 1997, Russia and Ukraine signed the Partition Treaty, establishing two independent national fleets and dividing armaments and bases between them. Ukraine also agreed to lease major parts of its facilities to the Russian Black Sea Fleet <fact1>until 2017</fact1>. However, the treaty appeared to be far from perfect: permanent tensions on the lease details control continued. The Fleet's main base is still situated in the Crimean port city of Sevastopol. In 2009 the Yushchenko Ukrainian government declared that <fact1>the lease would not be extended</fact1> and that the fleet would have to leave Sevastopol <fact1>by 2017</fact1>.  In 2010 the Russian leasehold was renegotiated with an extension <fact2>until 2042</fact2> and an option for an additional five years <fact3>until 2047</fact3>. For how many years from the original deadline was the lease extended?

Answer: The original lease was <fact1>until 2017</fact1>. The lease was extended <fact2>to 2042</fact2>, and potentially <fact3>to 2047</fact3>.  The question asks for the extension from the original deadline. 2042 - 2017 = 25 years. So the answer is {25}.
",25,True,25.0
history_1814_600ed5a0-96fb-4170-8e67-61775e2302e1,"The first two Buick automobiles were made in 1899 and 1900 at the ""Buick Auto-Vim and Power Company"" by chief-engineer Walter Lorenzo Marr, but company owner David Dunbar Buick was reluctant to begin making automobiles, being satisfied with stationary and marine engine production, so Marr left Buick in 1901 to found Marr (automobile) under his own name. His replacement was Eugene Richard, who applied for a patent in 1902 for Marrs valve-in-head (Overhead valve engine) engine, which patent, number 771,095, was awarded to Richard in the name of Buick in 1904. In 1903, the third Buick automobile was made, this time by Richard, but in 1904 Buick, whose company was now called ""Buick Motor Company,"" moved to Flint, Michigan, and Richard stayed behind. Marr was rehired in Flint as chief engineer, to begin making automobiles in production. That year, 37 Buick automobiles were made, production increasing to 750 in 1905, 1,400 in 1906, 4,641 in 1907, and 8,800 in 1908, taking the number one spot away from close competitors Oldsmobile, Ford Motor Company, and Maxwell automobile. How many cars were produced total from 1904 to 1908?",pro,"**Reformatted Question:** The first two Buick automobiles were made in 1899 and 1900 at the ""Buick Auto-Vim and Power Company"" by chief-engineer Walter Lorenzo Marr, but company owner David Dunbar Buick was reluctant to begin making automobiles, being satisfied with stationary and marine engine production, so Marr left Buick in 1901 to found Marr (automobile) under his own name. His replacement was Eugene Richard, who applied for a patent in 1902 for Marrs valve-in-head (Overhead valve engine) engine, which patent, number 771,095, was awarded to Richard in the name of Buick in 1904. In 1903, the third Buick automobile was made, this time by Richard, but in <fact1>1904</fact1> Buick, whose company was now called ""Buick Motor Company,"" moved to Flint, Michigan, and Richard stayed behind. Marr was rehired in Flint as chief engineer, to begin making automobiles in production. That <fact1>year</fact1>, <fact2>37 Buick automobiles were made</fact2>, production increasing to <fact3>750 in 1905</fact3>, <fact4>1,400 in 1906</fact4>, <fact5>4,641 in 1907</fact5>, and <fact6>8,800 in 1908</fact6>, taking the number one spot away from close competitors Oldsmobile, Ford Motor Company, and Maxwell automobile. How many cars were produced total from 1904 to 1908?


**Answer:**  The question asks for the total Buick production from 1904-1908.  According to the passage:
* <fact2>37 cars were made in 1904</fact2>.
* <fact3>750 cars were made in 1905</fact3>.
* <fact4>1,400 cars were made in 1906</fact4>.
* <fact5>4,641 cars were made in 1907</fact5>.
* <fact6>8,800 cars were made in 1908</fact6>.

Adding those figures together: 37 + 750 + 1,400 + 4,641 + 8,800 = 15,628.

So the answer is {15628}.
",15628,True,15628.0
history_2170_77ec7d38-739a-4ca5-9bc2-b63670f435f6,"In the census of 2010, there were 66,135 people, 26,265 (2000 data) households, and 14,051 (2000 data) families residing in the city. The population density was 6,096.7 people per square mile (2,199.9/km²). There were 30,272 (2000 data) housing units at an average density of 2,790.6 per square mile (1,077.2/km²). The racial makeup of the city was 59.38% (52.31% Non-Hispanic) (7.07 White-Hispanic) White (U.S. Census), 24.19% African American (U.S. Census), 14.47% Hispanic (U.S. Census) or Latin (U.S. Census)) of any race, 8.24% from Race (United States Census), 5.74% from two or more races, 2.62% Asian (U.S. Census), 0.69%  Native American (U.S.Census), and 0.14% Pacific Islander (U.S. Census). There is a growing Guyana population in the area. The top ancestries self-identified by people on the census are Italian (13.6%), Guyanese (12.3%), Irish (12.1%), Puerto Rican (10.1%), German (8.7%), English (6.0%), Polish (5.4%), French (4.4%). These reflect historic and early 20th-century immigration, as well as that since the late 20th century. How many percent more people were in the the second largest group compared to the second smallest?",pro,"Reformatted Question: In the census of 2010, there were 66,135 people, 26,265 (2000 data) households, and 14,051 (2000 data) families residing in the city. The population density was 6,096.7 people per square mile (2,199.9/km²). There were 30,272 (2000 data) housing units at an average density of 2,790.6 per square mile (1,077.2/km²). The racial makeup of the city was 59.38% (52.31% Non-Hispanic) (7.07 White-Hispanic) White (U.S. Census), 24.19% African American (U.S. Census), 14.47% Hispanic (U.S. Census) or Latin (U.S. Census)) of any race, 8.24% from Race (United States Census), 5.74% from two or more races, 2.62% Asian (U.S. Census), 0.69%  Native American (U.S.Census), and 0.14% Pacific Islander (U.S. Census). There is a growing Guyana population in the area. The top ancestries self-identified by people on the census are <fact1>Italian (13.6%)</fact1>, <fact2>Guyanese (12.3%)</fact2>, <fact3>Irish (12.1%)</fact3>, Puerto Rican (10.1%), German (8.7%), English (6.0%), <fact4>Polish (5.4%)</fact4>, French (4.4%). These reflect historic and early 20th-century immigration, as well as that since the late 20th century. How many percent more people were in the the second largest group compared to the second smallest?

Answer: The question asks the difference between the second largest and second smallest ancestry groups.  The passage lists ancestries in descending order.
<fact2>The second largest group is Guyanese at 12.3%</fact2>.
<fact4>The second smallest group listed is Polish at 5.4%</fact4>.

12.3% - 5.4% = 6.9%

So the answer is {6.9}.
",23.5,False,6.9
history_1876_b57e81aa-4a21-4af3-9659-fe5172667a5b,"Thailand is the worlds third largest producer of crude palm oil, producing approximately two million tonnes per year, or 1.2 percent of global output. Ninety-five percent of Thai production is consumed locally. Almost 85 percent of palm plantations and extraction mills are in south Thailand. At year-end 2016, 4.7 to 5.8 million Rai (unit) were planted in oil palms, employing 300,000 farmers, mostly on small landholdings of 20 rai. ASEAN as a region accounts for 52.5 million tonnes of palm oil production, about 85 percent of the world total and more than 90 percent of global exports. Indonesia accounts for 52.2 percent of world exports. Malaysian exports total 37.9 percent. The biggest consumers of palm oil are India, the European Union, and China, with the three consuming nearly 50 percent of world exports. Thailands Department of Internal Trade (DIT) usually sets the price of crude palm oil and refined palm oil. Thai farmers have a relatively low yield compared to those in Malaysia and Indonesia. Thai palm oil crops yield 4-17 percent oil compared to around 20 percent in competing countries. In addition, Indonesian and Malaysian oil palm plantations are 10 times the size of Thai plantations. About how many percent of palm plantations and extraction mills are in northern Thailand?",pro,"**Reformatted Question:** Thailand is the world's third-largest producer of crude palm oil, producing approximately two million tonnes per year, or 1.2 percent of global output. Ninety-five percent of Thai production is consumed locally. <fact1>Almost 85 percent of palm plantations and extraction mills are in south Thailand.</fact1> At year-end 2016, 4.7 to 5.8 million Rai (unit) were planted in oil palms, employing 300,000 farmers, mostly on small landholdings of 20 rai. ASEAN as a region accounts for 52.5 million tonnes of palm oil production, about 85 percent of the world total and more than 90 percent of global exports. Indonesia accounts for 52.2 percent of world exports. Malaysian exports total 37.9 percent. The biggest consumers of palm oil are India, the European Union, and China, with the three consuming nearly 50 percent of world exports. Thailand's Department of Internal Trade (DIT) usually sets the price of crude palm oil and refined palm oil. Thai farmers have a relatively low yield compared to those in Malaysia and Indonesia. Thai palm oil crops yield 4-17 percent oil compared to around 20 percent in competing countries. In addition, Indonesian and Malaysian oil palm plantations are 10 times the size of Thai plantations. About how many percent of palm plantations and extraction mills are in northern Thailand?


**Answer:** The passage states that <fact1>approximately 85% of palm plantations and extraction mills are in southern Thailand</fact1>.  This implies the remaining percentage are located in other parts of the country. While the passage doesn't explicitly state the percentage in northern Thailand, it *does* tell us where the vast majority are located. Since the question asks *about* how many are in northern Thailand, and we know a very large percentage are in the south, it's reasonable to infer that a relatively small percentage are in the north.  Therefore, a reasonable estimate would be a small percentage like {less than 15%} or {approximately 15%}.
",15,False,-99999999999999.0
history_1167_f7cbde06-0f50-46fc-9146-aa0968af570f,"Over the next year, however, the Polish forces were subject to attrition, as the Sejm again refused to raise taxes and pay the army, resulting in mass desertions of unpaid soldiery. The Polish problems were further aggravated by the incompetent leadership of hetman Michał Kazimierz Pac, who obstructed Sobieski's leadership, while the Ottomans continued to receive reinforcements. Nonetheless in 1674 the Commonwealth resumed the offensive, taking advantage of a new Muscovy-Ottoman conflict that year, and the Polish-Ottoman war remained undecided.:275 Sobieski's force of 6,000 defeated 20,000 Turks and Tatars under Ibrahim Shyshman in the battle of Lwow in August 1675.:653  Even after the Battle of Trembowla, the Sejm still refused his pleas for more funds and a larger army.:653 In 1676, after Sobieski's 16,000 withstood the two-week siege of Żurawno, by 100,000 men under Ibrahim Pasha, a new peace treaty was signed, the Treaty of Żurawno.:655  The peace treaty partially reversing those from Buczacz: the Ottomans kept approximately two thirds of the territories they gained in 1672, and the Commonwealth no longer was obliged to pay any kind of tribute to the Empire; a large number of Polish prisoners were released by the Ottomans. How many more forces were under the Turks than in Sobieski's forces?",pro,"Reformatted Question: Over the next year, however, the Polish forces were subject to attrition, as the Sejm again refused to raise taxes and pay the army, resulting in mass desertions of unpaid soldiery. The Polish problems were further aggravated by the incompetent leadership of hetman Michał Kazimierz Pac, who obstructed Sobieski's leadership, while the Ottomans continued to receive reinforcements. Nonetheless in 1674 the Commonwealth resumed the offensive, taking advantage of a new Muscovy-Ottoman conflict that year, and the Polish-Ottoman war remained undecided.:275 <fact1>Sobieski's force of 6,000 defeated 20,000 Turks and Tatars</fact1> under Ibrahim Shyshman in the battle of Lwow in August 1675.:653  Even after the Battle of Trembowla, the Sejm still refused his pleas for more funds and a larger army.:653 In 1676, after <fact2>Sobieski's 16,000 withstood the two-week siege of Żurawno, by 100,000 men under Ibrahim Pasha</fact2>, a new peace treaty was signed, the Treaty of Żurawno.:655  The peace treaty partially reversing those from Buczacz: the Ottomans kept approximately two thirds of the territories they gained in 1672, and the Commonwealth no longer was obliged to pay any kind of tribute to the Empire; a large number of Polish prisoners were released by the Ottomans. How many more forces were under the Turks than in Sobieski's forces?

Answer: The question asks about the difference in forces during the siege of Żurawno.  According to the passage, <fact2>Sobieski had 16,000 men</fact2> and was besieged by <fact2>100,000 men under Ibrahim Pasha</fact2>. 100,000 - 16,000 = 84,000. So the answer is {84000}.
",6000,False,84000.0
history_1898_8b859eea-bf2c-4c53-ab6d-c914a42a13c1,"There were 1,882 households of which 21.4% had children under the age of 18 living with them, 36.4% were Marriage living together, 9.7% had a female householder with no husband present, 3.6% had a male householder with no wife present, and 50.4% were non-families. 37.7% of all households were made up of individuals and 13% had someone living alone who was 65 years of age or older. The average household size was 2.20 and the average family size was 2.90. How many more households had a female householder with no husband present compared to a  male householder with no wife present?",pro,"Reformatted Question: There were <fact1>1,882 households</fact1> of which <fact2>21.4% had children under the age of 18 living with them</fact2>, <fact3>36.4% were Marriage living together</fact3>, <fact4>9.7% had a female householder with no husband present</fact4>, <fact5>3.6% had a male householder with no wife present</fact5>, and <fact6>50.4% were non-families</fact6>. <fact7>37.7% of all households were made up of individuals</fact7> and <fact8>13% had someone living alone who was 65 years of age or older</fact8>. The average household size was 2.20 and the average family size was 2.90. How many more households had a female householder with no husband present compared to a male householder with no wife present?

Answer: According to the passage, <fact4>9.7% of households had a female householder with no husband present</fact4>, and <fact5>3.6% of households had a male householder with no wife present</fact5>.

The difference is <fact4>9.7%</fact4> - <fact5>3.6%</fact5> = 6.1%.  Since there were <fact1>1,882 total households</fact1>,  6.1% of 1882 is 1882 * 0.061 ≈ 115. So the answer is {115}.
",6.1,False,115.0
history_1859_7c7aeed2-3f87-483a-824b-c8bd10d576f8,"There were 88,296 households out of which 29.5% had children under the age of 18 living with them, 53.3% were Marriage living together, 9.1% had a female householder with no husband present, and 33.4% were non-families. 26.1% of all households were made up of individuals, 31.5% of households had individuals under 18 years, and 9.5% had someone living alone who was 65 years of age or older.  The average household size was 2.44 and the average family size was 2.96. How many percentage points is the amount of households that don't have an individual under 18?",pro,"Reformatted Question: There were 88,296 households out of which <fact1>31.5% of households had individuals under 18 years</fact1>, and 9.5% had someone living alone who was 65 years of age or older.  The average household size was 2.44 and the average family size was 2.96. How many percentage points is the amount of households that don't have an individual under 18?

Answer: According to the passage, <fact1>31.5% of households had individuals under 18 years</fact1>. Therefore, 100% - <fact1>31.5%</fact1> = 68.5% of households did not have an individual under 18 years. So the answer is {68.5}.
",70.5,False,68.5
history_1811_9b70bc55-b697-45ea-9bf0-565c444e2fa4,"Old age pensions were raised by 300 francs per month to 1,700 francs for a single person and to 3,700 francs for a couple, while health insurance benefits were made more widely available to unemployed persons and part-time employees. Housing allocations for the low-paid were raised by 25% in 1981, and in the two years following May 1981 family allowances were increased by 44% for families with 3 children and by 81% for families with 2 children. In 1981, the purchasing power of social transfers went up by 4.5% and by 7.6% in 1982. In addition, the minimum wage (which affected 1.7 million employees) was increased by 15% in real terms between May 1981 and December 1982. How many months was the time span where the minimum wage was increased by 15% in real terms?",pro,"Reformatted Question: Old age pensions were raised by 300 francs per month to 1,700 francs for a single person and to 3,700 francs for a couple, while health insurance benefits were made more widely available to unemployed persons and part-time employees. Housing allocations for the low-paid were raised by 25% in 1981, and in the two years following May 1981 family allowances were increased by 44% for families with 3 children and by 81% for families with 2 children. In 1981, the purchasing power of social transfers went up by 4.5% and by 7.6% in 1982. In addition, <fact1>the minimum wage</fact1> (which affected 1.7 million employees) was increased by 15% in real terms <fact2>between May 1981 and December 1982</fact2>. How many months was the time span where the minimum wage was increased by 15% in real terms?

Answer: The passage states that the minimum wage was increased by 15% <fact2>between May 1981 and December 1982</fact2>.  This period includes the following months:
* May 1981 - December 1981 = 8 months
* January 1982 - December 1982 = 12 months
Total: 8 + 12 = 20 months.  So the answer is {20}.
",19,False,20.0
history_1074_65ffb850-3999-48bd-992f-475cf7db4dc7,"Following this victory, Edward realized that to create a force capable of retaking Jerusalem it would be necessary to end the internal unrest within the Christian state, and so he mediated between Hugh and his unenthusiastic knights from the Ibelin family of Cyprus.  In parallel to the mediation, Prince Edward and King Hugh began negotiating a truce with Sultan Baibars; a 10-year-10-month-and-10-day agreement was reached in May 1272, at Caesarea. Almost immediately Prince Edmund departed for England, while Edward remained to see if the treaty would hold. The following month, an attempt to assassinate Edward was made. Several versions of who sent the assassin exist. According to different versions, the assassin was sent by the emir of Ramlah or by Baibars. Some legends also say that the assassin was sent by the ""Old Man of the Mountains"", leader of a heretical Muslim sect. Edward killed the assassin but received a festering wound from a poisoned dagger in the process, further delaying Edward's own departure. In September 1272, Edward departed Acre for Sicily and, while recuperating on the island, he first received news of the death of his son John, and then a few months later news of the death of his father.  In 1273 Edward started his homeward journey via Italy, Gascony and Paris. Edward finally reached England in the middle of 1274, and was crowned King of England on 19 August 1274. How many years did Edward stay in Sicily?",pro,"Reformatted Question: Following this victory, Edward realized that to create a force capable of retaking Jerusalem it would be necessary to end the internal unrest within the Christian state, and so he mediated between Hugh and his unenthusiastic knights from the Ibelin family of Cyprus.  In parallel to the mediation, Prince Edward and King Hugh began negotiating a truce with Sultan Baibars; a 10-year-10-month-and-10-day agreement was reached in May 1272, at Caesarea. Almost immediately Prince Edmund departed for England, while Edward remained to see if the treaty would hold. The following month, an attempt to assassinate Edward was made. Several versions of who sent the assassin exist. According to different versions, the assassin was sent by the emir of Ramlah or by Baibars. Some legends also say that the assassin was sent by the ""Old Man of the Mountains"", leader of a heretical Muslim sect. <fact1>Edward killed the assassin but received a festering wound from a poisoned dagger in the process, further delaying Edward's own departure. In September 1272</fact1>, <fact2>Edward departed Acre for Sicily</fact2> and, <fact3>while recuperating on the island, he first received news of the death of his son John, and then a few months later news of the death of his father</fact3>.  <fact4>In 1273 Edward started his homeward journey via Italy, Gascony and Paris</fact4>. <fact5>Edward finally reached England in the middle of 1274</fact5>, and was crowned King of England on 19 August 1274. How many years did Edward stay in Sicily?


Answer: Edward left Acre for Sicily in <fact1>September 1272</fact1> and started his journey home from Sicily in <fact4>1273</fact4>.  Since he departed Sicily in 1273, he spent a portion of 1272 and 1273 in Sicily, less than a full year each.  Therefore, he spent less than one year in Sicily, but more than a few months as indicated by fact3.  Considering this was a period of several months followed by the start of his homeward journey in <fact4>1273</fact4> before reaching England by <fact5>mid-1274</fact5> the most reasonable answer is less than a year. He arrived in Sicily around September 1272 and left within a year, in 1273 to begin his journey home.  So he stayed less than 1 year.
",1,False,-99999999999999.0
nfl_1240_389b9b3a-8473-44c9-a8c1-a2ba140c81b6," Coming off their divisional home win over the Rams, the 49ers flew to Texas Stadium for a Week 12 game with the throwback-clad Dallas Cowboys.  In the first quarter, the Niners struck first as kicker Joe Nedney got a 23-yard and a 22-yard field goal.  In the second quarter, the Cowboys took the lead as QB Tony Romo completed a 75-yard TD pass to former 49ers WR Terrell Owens.  Dallas continued its domination as LB Carlos Polk blocked punter Andy Lee's punt into the back of the endzone for a safety.  The Cowboys closed out its period of power as kicker Nick Folk got a 48-yard and a 41-yard field goal, along with Romo completing a 1-yard TD pass to TE Martellus Bennett. In the third quarter, Dallas increased its lead with Romo completing a 10-yard TD pass to WR Patrick Crayton.  San Francisco tried to rally as Nedney got a 35-yard field goal.  In the fourth quarter, the Cowboys answered with Folk getting a 47-yard field goal.  The 49ers tried to come back as QB Shaun Hill completed an 18-yard TD pass to WR Isaac Bruce, but Dallas replied with Folk nailing a 42-yard field goal.  The Niners tried to rally as Hill completed a 9-yard TD pass to RB DeShaun Foster, but that would be as close as San Francisco's comeback would get. How many field goals over 30 yards did Nick Folk make?",pro,"Reformatted Question: Coming off their divisional home win over the Rams, the 49ers flew to Texas Stadium for a Week 12 game with the throwback-clad Dallas Cowboys.  In the first quarter, the Niners struck first as kicker Joe Nedney got a 23-yard and a 22-yard field goal.  In the second quarter, the Cowboys took the lead as QB Tony Romo completed a 75-yard TD pass to former 49ers WR Terrell Owens.  Dallas continued its domination as LB Carlos Polk blocked punter Andy Lee's punt into the back of the endzone for a safety.  The Cowboys closed out its period of power as kicker <fact1>Nick Folk</fact1> got a <fact2>48-yard</fact2> and a <fact3>41-yard</fact3> field goal, along with Romo completing a 1-yard TD pass to TE Martellus Bennett. In the third quarter, Dallas increased its lead with Romo completing a 10-yard TD pass to WR Patrick Crayton.  San Francisco tried to rally as Nedney got a 35-yard field goal.  In the fourth quarter, the Cowboys answered with <fact1>Nick Folk</fact1> getting a <fact4>47-yard</fact4> field goal.  The 49ers tried to come back as QB Shaun Hill completed an 18-yard TD pass to WR Isaac Bruce, but Dallas replied with <fact1>Nick Folk</fact1> nailing a <fact5>42-yard</fact5> field goal.  The Niners tried to rally as Hill completed a 9-yard TD pass to RB DeShaun Foster, but that would be as close as San Francisco's comeback would get. How many field goals over 30 yards did Nick Folk make?

Answer: Nick Folk made three field goals over 30 yards: a <fact2>48-yard</fact2> field goal in the second quarter, a <fact4>47-yard</fact4> field goal in the fourth quarter, and a <fact5>42-yard</fact5> field goal also in the fourth quarter.  Therefore, the answer is {3}.
",4,False,3.0
history_1665_d6089739-9950-4c32-86a2-d64fbef8cbdf,"In January 1918, Romanian forces established control over Bessarabia as the Russian Army abandoned the province. Although a treaty was signed by the Romanian and Bolshevik Russian governments following talks between 5 and 9 March 1918 on the withdrawal of Romanian forces from Bessarabia within two months, on 27 March 1918 Romania formally attached Bessarabia to its territory, based on a resolution passed by the local assembly of that territory on its unification with Romania. Romania officially made peace with the Central Powers by signing the Treaty of Bucharest on 7 May 1918. Under the treaty, Romania was obliged to end the war with the Central Powers and make small territorial concessions to Austria-Hungary, ceding control of some passes in the Carpathian Mountains, and to grant oil concessions to Germany. In exchange, the Central Powers recognised the sovereignty of Romania over Bessarabia. The treaty was renounced in October 1918 by the Alexandru Marghiloman government, and Romania nominally re-entered the war on 10 November 1918. The next day, the Treaty of Bucharest was nullified by the terms of the Armistice of Compiègne. Total Romanian deaths from 1914 to 1918, military and civilian, within contemporary borders, were estimated at 748,000. How many days did the talks between Russians and Romanians last?",pro,"Reformatted Question: In January 1918, Romanian forces established control over Bessarabia as the Russian Army abandoned the province. Although a treaty was signed by the Romanian and Bolshevik Russian governments following <fact1>talks between 5 and 9 March 1918</fact1> on the withdrawal of Romanian forces from Bessarabia within two months, on 27 March 1918 Romania formally attached Bessarabia to its territory, based on a resolution passed by the local assembly of that territory on its unification with Romania. Romania officially made peace with the Central Powers by signing the Treaty of Bucharest on 7 May 1918. Under the treaty, Romania was obliged to end the war with the Central Powers and make small territorial concessions to Austria-Hungary, ceding control of some passes in the Carpathian Mountains, and to grant oil concessions to Germany. In exchange, the Central Powers recognised the sovereignty of Romania over Bessarabia. The treaty was renounced in October 1918 by the Alexandru Marghiloman government, and Romania nominally re-entered the war on 10 November 1918. The next day, the Treaty of Bucharest was nullified by the terms of the Armistice of Compiègne. Total Romanian deaths from 1914 to 1918, military and civilian, within contemporary borders, were estimated at 748,000. How many days did the talks between Russians and Romanians last?

Answer: The passage states that talks occurred <fact1>between 5 and 9 March 1918</fact1>.  That means the talks lasted 9 - 5 = 4 days.  However, since both the 5th and the 9th are included, we must add 1 to this result. Therefore, the talks lasted 4 + 1 = 5 days. So the answer is {5}.
",4,False,5.0
